City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
457,guerrero negro,27.9769,-114.0611,20.46,32,100,2.85,MX,1675452683
458,roebourne,-20.7833,117.1333,29.76,60,49,2.29,AU,1675452684
459,fundao,-19.9341,-40.4047,29.74,62,0,2.08,BR,1675452685
460,pak phanang,8.3511,100.202,25.28,86,19,4.85,TH,1675452686
461,liku,-0.7275,119.8922,23.16,91,100,0.46,ID,1675452691
462,filingue,14.3521,3.3168,28.2,13,99,3.23,NE,1675452691
463,plymouth,41.8334,-70.8328,-5.93,29,0,10.8,US,1675452563
464,majene,-3.5403,118.9707,24.8,85,100,2.6,ID,1675452700
465,kot samaba,28.5522,70.4684,17.43,27,6,1.16,PK,1675452701
466,lavrentiya,65.5833,-171.0,-26.98,94,19,3.53,RU,1675452701
467,boueni,-12.9025,45.0761,26.99,78,67,2.21,YT,1675452702
468,pandan,14.0453,124.1694,25.3,79,88,7.53,PH,1675452703
469,chapais,49.7834,-74.8492,-33.12,83,100,6.54,CA,1675452703
470,necochea,-38.5473,-58.7368,22.62,51,0,6.41,AR,1675452704
471,rundu,-17.9333,19.7667,19.96,92,100,1.8,NA,1675452705
472,heze,35.2431,115.4411,0.17,69,16,0.96,CN,1675452706
473,shishou,29.7226,112.419,5.26,65,100,2.79,CN,1675452706
474,smidovich,48.6,133.8167,-31.01,100,82,0.46,RU,1675452707
475,acapulco,16.8634,-99.8901,28.9,65,0,5.14,MX,1675452449
476,tanout,14.9709,8.8879,24.06,17,56,4.47,NE,1675452708
477,pimentel,-6.8367,-79.9342,28.16,57,0,6.17,PE,1675452709
478,kletskaya,49.3145,43.0584,-2.67,92,94,2.59,RU,1675452710
479,haines junction,60.7522,-137.5108,-17.03,78,100,0.51,CA,1675452710
480,vanavara,60.34,102.2797,-25.93,100,78,1.43,RU,1675452711
481,constitucion,-35.3333,-72.4167,20.33,70,14,3.65,CL,1675452656
482,mill valley,37.906,-122.545,12.1,89,100,3.13,US,1675452713
483,urumqi,43.801,87.6005,-10.47,73,88,2.0,CN,1675452714
484,baykit,61.67,96.37,-23.39,100,95,1.23,RU,1675452715
485,baturaja,-4.1333,104.1667,23.32,98,100,0.74,ID,1675452716
486,talnakh,69.4865,88.3972,-9.33,96,100,2.47,RU,1675452717
487,suoyarvi,62.0833,32.35,-8.2,96,100,2.65,RU,1675452717
488,rio gallegos,-51.6226,-69.2181,27.03,29,75,12.86,AR,1675452450
489,kavaratti,10.5669,72.642,27.38,66,99,2.39,IN,1675452718
490,mount gambier,-37.8333,140.7667,13.32,84,75,4.11,AU,1675452605
491,wanaka,-44.7,169.15,18.95,84,3,1.34,NZ,1675452720
492,coihaique,-45.5752,-72.0662,28.97,28,20,2.57,CL,1675452720
493,virginia beach,36.8529,-75.978,6.03,58,100,7.72,US,1675452721
494,mooresville,35.5849,-80.8101,10.18,35,11,1.34,US,1675452637
495,pemberton,50.3164,-122.8027,7.05,91,100,0.63,CA,1675452723
496,nuuk,64.1835,-51.7216,-10.66,85,100,4.12,GL,1675452723
497,payo,-3.7508,103.6372,22.96,94,100,0.18,ID,1675452724
498,kota bahru,6.1333,102.2386,25.97,89,40,4.12,MY,1675452724
499,poum,-20.2333,164.0167,27.3,78,52,3.68,NC,1675452725
500,arlit,18.7369,7.3853,25.04,15,53,2.84,NE,1675452726
501,soyo,-6.1349,12.3689,27.42,84,95,4.96,AO,1675452726
502,aswan,24.0934,32.907,17.61,25,0,2.57,EG,1675452728
503,flinders,-34.5833,150.8552,16.77,59,0,2.68,AU,1675452729
504,mount pleasant,32.7941,-79.8626,14.49,75,0,3.6,US,1675452706
505,mariental,-24.6333,17.9667,30.13,32,98,2.82,NA,1675452731
506,camacupa,-12.0167,17.4833,18.0,91,100,1.77,AO,1675452732
507,santander,43.4647,-3.8044,9.14,80,0,2.68,ES,1675452446
508,ambatondrazaka,-17.8333,48.4167,19.32,96,90,1.58,MG,1675452734
509,ontario,34.0633,-117.6509,20.79,31,75,2.06,US,1675452644
510,dawei,14.0833,98.2,22.59,80,39,1.58,MM,1675452658
511,bonavista,48.6499,-53.1147,-0.56,96,100,18.25,CA,1675452736
512,batan,10.0844,-83.341,28.9,58,40,3.21,CR,1675452737
513,bintulu,3.1667,113.0333,24.23,94,40,0.51,MY,1675452738
514,ust-kuyga,70.0167,135.6,-39.73,100,99,0.37,RU,1675452738
515,mahibadhoo,3.7833,72.9667,26.62,70,80,5.21,MV,1675452740
516,sao filipe,14.8961,-24.4956,22.65,67,84,4.88,CV,1675452742
517,perth,-31.9333,115.8333,27.1,32,0,8.75,AU,1675452743
518,egvekinot,66.3167,-179.1667,-27.9,86,5,6.79,RU,1675452743
519,pyaozerskiy,65.8333,31.1667,-15.95,99,96,1.81,RU,1675452744
520,kathua,32.3667,75.5167,13.34,60,99,1.07,IN,1675452744
521,college,64.8569,-147.8028,-13.03,85,100,0.0,US,1675452745
522,changji,44.0167,87.3167,-8.56,73,89,2.0,CN,1675452746
523,zyryanka,65.75,150.85,-30.21,99,100,1.48,RU,1675452747
524,vila velha,-20.3297,-40.2925,29.97,66,0,7.72,BR,1675452516
525,praya,14.9215,-23.5087,23.3,64,20,8.23,CV,1675452750
526,galgamacsa,47.6956,19.3872,5.55,77,100,9.73,HU,1675452751
527,diffa,13.3154,12.6113,24.74,13,100,3.82,NE,1675452751
528,andenes,69.3143,16.1194,-3.93,68,0,6.69,NO,1675452753
529,tomatlan,19.9333,-105.25,32.93,29,0,4.24,MX,1675452755
530,bandar-e anzali,37.4727,49.4622,8.06,79,58,2.55,IR,1675452759
531,ivanivka,46.7208,34.553,1.87,86,86,3.55,UA,1675452760
532,talcahuano,-36.7167,-73.1167,18.82,68,33,6.69,CL,1675452691
533,tafresh,34.692,50.013,-3.94,74,1,2.74,IR,1675452761
534,huarmey,-10.0681,-78.1522,24.42,75,96,4.71,PE,1675452620
535,yudong,29.385,106.5194,12.5,70,96,1.4,CN,1675452762
536,rockport,28.0206,-97.0544,13.89,100,100,4.12,US,1675452569
537,mana,5.6592,-53.7767,26.66,76,64,5.28,GF,1675452764
538,aykhal,66.0,111.5,-31.55,100,95,2.0,RU,1675452764
539,los llanos de aridane,28.6585,-17.9182,15.86,74,20,1.79,ES,1675452765
540,minab,27.1467,57.0801,20.09,81,0,0.74,IR,1675452766
541,tabligbo,6.5833,1.5,27.28,79,12,3.88,TG,1675452766
542,trelleborg,55.3751,13.1569,1.97,80,100,9.79,SE,1675452767
543,aripuana,-9.1667,-60.6333,26.71,88,100,0.7,BR,1675452768
544,mecca,21.4267,39.8261,20.72,43,1,3.02,SA,1675452768
545,pueblo,38.2545,-104.6091,17.13,10,0,5.14,US,1675452535
546,buraydah,26.326,43.975,12.25,38,0,4.22,SA,1675452769
547,senneterre,48.3835,-77.2328,-29.91,80,100,5.35,CA,1675452770
548,la paz,-16.5,-68.15,14.99,58,75,5.66,BO,1675452771
549,tuensang,26.2833,94.8333,12.47,70,0,1.4,IN,1675452771
550,urucara,-2.5364,-57.76,29.18,71,72,1.51,BR,1675452773
551,along,28.1667,94.7667,11.94,58,28,0.77,IN,1675452773
552,bunia,1.5667,30.25,20.66,36,65,1.15,CD,1675452774
553,mindelo,16.8901,-24.9804,22.75,60,75,10.8,CV,1675452775
554,alice springs,-23.7,133.8833,13.75,88,0,2.06,AU,1675452776
555,bryan,30.6744,-96.37,10.98,67,40,2.57,US,1675452514
556,venado tuerto,-33.7456,-61.9688,27.65,35,31,7.56,AR,1675452777
557,gat,31.61,34.7642,11.89,100,20,1.98,IL,1675452543
558,damulog,7.4836,124.9431,20.05,86,99,1.8,PH,1675452778
559,gejiu,23.306,103.1635,6.24,91,52,0.95,CN,1675452779
560,bastia,42.6667,9.3333,12.39,90,0,1.54,FR,1675452779
561,la rioja,42.25,-2.5,1.88,54,0,2.97,ES,1675452780
562,trat,12.5,102.5,26.6,93,65,0.91,TH,1675452781
563,brenham,30.1669,-96.3977,10.95,76,100,3.09,US,1675452782
564,gaoyou,32.7858,119.4278,1.58,72,0,2.42,CN,1675452782
565,mao,39.8885,4.2658,7.31,87,0,1.03,ES,1675452752
566,mandan,46.8267,-100.8896,-10.35,76,0,8.23,US,1675452783
567,pangnirtung,66.1451,-65.7125,-35.0,75,40,2.06,CA,1675452571
568,miquelon,47.0975,-56.3814,3.0,95,100,16.45,PM,1675452785
569,carutapera,-1.195,-46.02,26.99,79,17,4.1,BR,1675452786
570,jidong,45.2167,131.0833,-17.86,93,97,1.59,CN,1675452787
571,eureka,40.8021,-124.1637,14.96,63,100,4.02,US,1675452632
572,prainha,-1.8,-53.48,28.91,65,60,2.13,BR,1675452789
573,waipawa,-41.4122,175.5153,20.87,77,5,3.44,NZ,1675452790
574,bairiki,1.3292,172.9752,27.0,78,20,4.63,KI,1675452791
575,nueva guinea,11.6876,-84.4562,26.79,67,43,6.06,NI,1675452793
576,korla,41.7597,86.1469,-4.03,65,46,0.82,CN,1675452859
577,chandia,23.65,80.7,13.63,33,35,0.74,IN,1675452860
578,dzhalil,55.0239,52.7358,-11.6,90,100,2.04,RU,1675452862
579,turayf,31.6725,38.6637,6.14,61,0,3.09,SA,1675452863
580,santiago del estero,-27.7951,-64.2615,30.88,39,97,4.82,AR,1675452864
581,omboue,-1.5746,9.2618,26.79,86,18,2.97,GA,1675452764
582,tandil,-37.3217,-59.1332,25.38,33,31,5.3,AR,1675452601
583,ambanja,-13.6833,48.45,24.3,92,86,0.94,MG,1675452866
584,sala consilina,40.3912,15.5989,4.43,87,29,2.56,IT,1675452867
585,catamarca,-28.4696,-65.7852,31.54,35,37,3.58,AR,1675452867
586,ceres,37.5949,-120.9577,14.33,74,100,2.06,US,1675452868
587,guadalupe y calvo,26.1,-106.9667,17.39,20,11,1.8,MX,1675452869
588,kon tum,14.35,108.0,17.34,97,27,1.26,VN,1675452869
589,sandpoint,48.2766,-116.5533,2.59,77,40,2.06,US,1675452634
590,batsfjord,70.6345,29.7185,-1.04,93,75,6.17,NO,1675452872
591,moose factory,51.2585,-80.6094,-29.0,57,100,6.69,CA,1675452872
